110,189;-7,975;105,7
110,189;-7,973;105,8
110,189;-7,971;105,8
110,189;-7,969;106,1
110,189;-7,967;106,3
110,189;-7,965;106
110,189;-7,963;106,2
110,189;-7,961;105,5
110,189;-7,959;105,9
110,189;-7,957;106,5
110,189;-7,955;106,2
110,189;-7,953;106
110,189;-7,951;105,9
110,189;-7,949;106,1
110,189;-7,947;106,1
110,189;-7,945;106,6
110,189;-7,943;106,7
110,189;-7,941;107,1
110,189;-7,939;107,1
110,189;-7,937;107,3
110,189;-7,935;107,7
110,189;-7,933;108,3
110,189;-7,931;108,3
110,189;-7,929;109,1
110,189;-7,927;109,8
110,189;-7,925;110
110,189;-7,923;110,2
110,189;-7,921;110,2
110,189;-7,919;110,7
110,189;-7,917;111,6
110,189;-7,915;112,3
110,189;-7,913;112
110,189;-7,911;112,8
110,189;-7,909;112,9
110,189;-7,907;113,4
110,189;-7,905;113,8
110,189;-7,903;114,6
110,189;-7,901;114,6
110,189;-7,899;115,2
110,189;-7,897;116
110,189;-7,895;117,4
110,189;-7,893;118,1
110,189;-7,891;118,6
110,189;-7,889;117,9
110,189;-7,887;120,3
110,189;-7,885;122,1
110,189;-7,883;123,6
110,189;-7,881;124,5
110,189;-7,879;125,2
110,189;-7,877;123,9
110,189;-7,875;122,8
110,189;-7,873;122,6
110,189;-7,871;122,1
110,189;-7,869;122,1
110,189;-7,867;123
110,189;-7,865;124,4
110,189;-7,863;125,5
110,189;-7,861;126,3
110,189;-7,859;126,3
110,189;-7,857;128,9
110,189;-7,855;127,7
110,189;-7,853;129,4
110,189;-7,851;130,3
110,189;-7,849;130,7
110,189;-7,847;131,8
110,191;-7,975;105,6
110,191;-7,973;105,8
110,191;-7,971;106,3
110,191;-7,969;106,4
110,191;-7,967;106,2
110,191;-7,965;106
110,191;-7,963;105,8
110,191;-7,961;105,4
110,191;-7,959;105,5
110,191;-7,957;106,1
110,191;-7,955;106,4
110,191;-7,953;105,5
110,191;-7,951;105,9
110,191;-7,949;105,7
110,191;-7,947;106
110,191;-7,945;107,4
110,191;-7,943;106,9
110,191;-7,941;107
110,191;-7,939;107,1
110,191;-7,937;106,7
110,191;-7,935;107,7
110,191;-7,933;108,2
110,191;-7,931;108,2
110,191;-7,929;108,7
110,191;-7,927;109,4
110,191;-7,925;110,3
110,191;-7,923;110,6
110,191;-7,921;110,3
110,191;-7,919;110,6
110,191;-7,917;111,4
110,191;-7,915;111,8
110,191;-7,913;111,9
110,191;-7,911;112,9
110,191;-7,909;113,7
110,191;-7,907;113,1
110,191;-7,905;113,8
110,191;-7,903;114,3
110,191;-7,901;114,7
110,191;-7,899;115
110,191;-7,897;115,9
110,191;-7,895;116,8
110,191;-7,893;117,1
110,191;-7,891;118
110,191;-7,889;118,8
110,191;-7,887;119,6
110,191;-7,885;122
110,191;-7,883;123,8
110,191;-7,881;124,9
110,191;-7,879;125,2
110,191;-7,877;123,5
110,191;-7,875;122,3
110,191;-7,873;122,2
110,191;-7,871;121,8
110,191;-7,869;122,6
110,191;-7,867;123,6
110,191;-7,865;123,7
110,191;-7,863;123,8
110,191;-7,861;124,4
110,191;-7,859;125,3
110,191;-7,857;125,2
110,191;-7,855;125,9
110,191;-7,853;125,9
110,191;-7,851;127,3
110,191;-7,849;128,5
110,191;-7,847;129,7
110,193;-7,975;106,1
110,193;-7,973;106,1
110,193;-7,971;106,1
110,193;-7,969;105,8
110,193;-7,967;105,6
110,193;-7,965;106,1
110,193;-7,963;105,3
110,193;-7,961;105,2
110,193;-7,959;105,6
110,193;-7,957;106
110,193;-7,955;105,8
110,193;-7,953;105,9
110,193;-7,951;105,6
110,193;-7,949;106
110,193;-7,947;106,2
110,193;-7,945;106,9
110,193;-7,943;106,7
110,193;-7,941;106,7
110,193;-7,939;106,4
110,193;-7,937;107,2
110,193;-7,935;107,6
110,193;-7,933;107,8
110,193;-7,931;108,2
110,193;-7,929;109,3
110,193;-7,927;109,9
110,193;-7,925;110,3
110,193;-7,923;110,3
110,193;-7,921;109,8
110,193;-7,919;110,4
110,193;-7,917;111,6
110,193;-7,915;112,7
110,193;-7,913;112,8
110,193;-7,911;113,1
110,193;-7,909;113,6
110,193;-7,907;113,7
110,193;-7,905;114
110,193;-7,903;113,9
110,193;-7,901;115,2
110,193;-7,899;115,1
110,193;-7,897;115
110,193;-7,895;116,4
110,193;-7,893;117,1
110,193;-7,891;118,1
110,193;-7,889;121,5
110,193;-7,887;119,7
110,193;-7,885;119,9
110,193;-7,883;122,3
110,193;-7,881;122,9
110,193;-7,879;124,5
110,193;-7,877;124,4
110,193;-7,875;123,5
110,193;-7,873;122,9
110,193;-7,871;122
110,193;-7,869;122,3
110,193;-7,867;122,7
110,193;-7,865;123
110,193;-7,863;124,3
110,193;-7,861;125,1
110,193;-7,859;126,3
110,193;-7,857;126,6
110,193;-7,855;128,2
110,193;-7,853;130,2
110,193;-7,851;129,8
110,193;-7,849;129,1
110,193;-7,847;129
110,195;-7,975;106,2
110,195;-7,973;106,4
110,195;-7,971;105,9
110,195;-7,969;106
110,195;-7,967;106,1
110,195;-7,965;105,5
110,195;-7,963;105,2
110,195;-7,961;105,2
110,195;-7,959;105,8
110,195;-7,957;105,9
110,195;-7,955;105,2
110,195;-7,953;105,4
110,195;-7,951;105,9
110,195;-7,949;107
110,195;-7,947;107,2
110,195;-7,945;106,7
110,195;-7,943;107,3
110,195;-7,941;107
110,195;-7,939;107,1
110,195;-7,937;107,1
110,195;-7,935;107,2
110,195;-7,933;108
110,195;-7,931;108,5
110,195;-7,929;108,8
110,195;-7,927;109,4
110,195;-7,925;110,1
110,195;-7,923;110,2
110,195;-7,921;110
110,195;-7,919;110,7
110,195;-7,917;111,4
110,195;-7,915;112,4
110,195;-7,913;113,6
110,195;-7,911;114,6
